FIPS,value,,,
55109,51556,,,
55111,36564,,,
55113,31783,,,
55115,34107,,,
55117,37087,,,
55119,31658,,,
55121,36451,,,
55123,31026,,,
55125,36622,,,
55127,40344,,,
55129,34714,,,
55131,40484,,,
55133,45330,,,
55135,30777,,,
55137,33494,,,
55139,39827,,,
55141,38937,,,

56001,40089,,,
56003,35463,,,
56005,55431,,,
56007,37067,,,
56009,50483,,,
56011,40263,,,
56013,35752,,,
56015,38222,,,
56017,35058,,,
56019,29320,,,
56021,48873,,,
56023,35644,,,
56025,42101,,,
56027,27292,,,
56029,36343,,,
56031,45066,,,
56033,39142,,,
56035,55759,,,
56037,49286,,,
56039,56569,,,
56041,43922,,,
56043,38547,,,
56045,26953,,,

72001,19375,,,
72003,26464,,,
72005,23908,,,
72007,24470,,,
72009,23819,,,
72011,19802,,,
72013,20224,,,
72015,17105,,,
72017,20346,,,
72019,35018,,,
72021,25705,,,
72023,18328,,,
72025,20102,,,
72027,24051,,,
72029,25712,,,
72031,26461,,,
72033,21395,,,
72035,23738,,,
72037,19133,,,
72039,23906,,,
72041,21174,,,
72043,22960,,,
72045,28980,,,
72047,15800,,,
72049,16250,,,
72051,21250,,,
72053,21875,,,
72054,12154,,,
72055,16955,,,
72057,24413,,,
72059,20606,,,
72061,27537,,,
72063,30598,,,
72065,21392,,,
72067,15760,,,
72069,24702,,,
72071,21471,,,
72073,16789,,,
72075,17061,,,
72077,17794,,,
72079,21205,,,
72081,15234,,,
72083,22143,,,
72085,26458,,,
72087,25625,,,
72089,19901,,,
72091,19318,,,
72093,16875,,,
72095,17778,,,
72097,19609,,,
72099,22589,,,
72101,18698,,,
72103,40991,,,
72105,22470,,,
72107,50086,,,
72109,23029,,,
72111,19412,,,
72113,21316,,,
72115,19946,,,
72117,24500,,,
72119,18843,,,
72121,16556,,,
72123,19329,,,
72125,21552,,,
72127,24119,,,
72129,19145,,,
72131,17409,,,
72133,24203,,,
72135,34341,,,
72137,24726,,,
72139,29882,,,
72141,19600,,,
72143,21227,,,
72145,24871,,,
72147,25574,,,
72149,18000,,,
72151,16742,,,
72153,24215,,,
