metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2018,Tippecanoe,IN,us-in-157,0.14940577249576
Metropolitan,2018,Union,IN,us-in-161,0
Metropolitan,2018,Vanderburgh,IN,us-in-163,0.19685039370079
Metropolitan,2018,Vermillion,IN,us-in-165,0.375
Metropolitan,2018,Vigo,IN,us-in-167,0.15681818181818
Metropolitan,2018,Warren,IN,us-in-171,0.5
Metropolitan,2018,Warrick,IN,us-in-173,0.0958230958231
Metropolitan,2018,Washington,IN,us-in-175,0.33333333333333
Metropolitan,2018,Whitley,IN,us-in-183,0.05555555555556
Metropolitan,2018,Butler,KS,us-ks-015,0.13605442176871
Metropolitan,2018,Doniphan,KS,us-ks-043,0.33333333333333
Metropolitan,2018,Douglas,KS,us-ks-045,0.19194312796209
Metropolitan,2018,Geary,KS,us-ks-061,0.11764705882353
Metropolitan,2018,Harvey,KS,us-ks-079,0.30909090909091
Metropolitan,2018,Jackson,KS,us-ks-085,0.14285714285714
Metropolitan,2018,Jefferson,KS,us-ks-087,0.11111111111111
Metropolitan,2018,Johnson,KS,us-ks-091,0.16243540777353
Metropolitan,2018,Leavenworth,KS,us-ks-103,0.27826086956522
Metropolitan,2018,Linn,KS,us-ks-107,0.5
Metropolitan,2018,Miami,KS,us-ks-121,0.20754716981132
Metropolitan,2018,Osage,KS,us-ks-139,0.25
Metropolitan,2018,Pottawatomie,KS,us-ks-149,0.17647058823529
Metropolitan,2018,Riley,KS,us-ks-161,0.18932038834951
Metropolitan,2018,Sedgwick,KS,us-ks-173,0.15187376725838
Metropolitan,2018,Shawnee,KS,us-ks-177,0.27936962750716
Metropolitan,2018,Sumner,KS,us-ks-191,0.33333333333333
Metropolitan,2018,Wabaunsee,KS,us-ks-197,0.4
Metropolitan,2018,Wyandotte,KS,us-ks-209,0.06887417218543
Metropolitan,2018,Allen,KY,us-ky-003,0
Metropolitan,2018,Boone,KY,us-ky-015,0.16141732283465
Metropolitan,2018,Bourbon,KY,us-ky-017,0.06666666666667
Metropolitan,2018,Boyd,KY,us-ky-019,0.09027777777778
Metropolitan,2018,Bracken,KY,us-ky-023,0.33333333333333
Metropolitan,2018,Bullitt,KY,us-ky-029,0.09677419354839
Metropolitan,2018,Butler,KY,us-ky-031,0
Metropolitan,2018,Campbell,KY,us-ky-037,0.15062761506276
Metropolitan,2018,Carter,KY,us-ky-043,0.14285714285714
Metropolitan,2018,Christian,KY,us-ky-047,0.25925925925926
Metropolitan,2018,Clark,KY,us-ky-049,0.06060606060606
Metropolitan,2018,Daviess,KY,us-ky-059,0.16129032258065
Metropolitan,2018,Edmonson,KY,us-ky-061,0
Metropolitan,2018,Fayette,KY,us-ky-067,0.11963589076723
Metropolitan,2018,Gallatin,KY,us-ky-077,0.2
Metropolitan,2018,Grant,KY,us-ky-081,0.24
Metropolitan,2018,Greenup,KY,us-ky-089,0.03571428571429
Metropolitan,2018,Hancock,KY,us-ky-091,0.66666666666667
Metropolitan,2018,Hardin,KY,us-ky-093,0.13427561837456
Metropolitan,2018,Henderson,KY,us-ky-101,0.36
Metropolitan,2018,Henry,KY,us-ky-103,0.1
Metropolitan,2018,Jefferson,KY,us-ky-111,0.14466321243523
Metropolitan,2018,Jessamine,KY,us-ky-113,0.12755102040816
Metropolitan,2018,Kenton,KY,us-ky-117,0.11256117455139
Metropolitan,2018,Larue,KY,us-ky-123,0
Metropolitan,2018,McLean,KY,us-ky-149,1
Metropolitan,2018,Meade,KY,us-ky-163,0.2
Metropolitan,2018,Oldham,KY,us-ky-185,0.08333333333333
Metropolitan,2018,Pendleton,KY,us-ky-191,0
Metropolitan,2018,Scott,KY,us-ky-209,0.17525773195876
Metropolitan,2018,Shelby,KY,us-ky-211,0.2258064516129
